cik,company,event_seq,event_date,edgar_date,lopucki_date,date_discrepancy_days,intra_event_spread_days,source,chapter,sic,is_primary_filer,n_filings
742814,TELEMETRIX INC,1,2008-12-17,2008-12-17,,,0,8K_SUBMISSIONS,,3663.0,1,1
742814,TELEMETRIX INC,2,2011-09-16,2011-09-16,,,0,8K_FTS+8K_SUBMISSIONS,,3663,1,2
7431,"Armstrong World Industries, Inc.",1,2000-12-06,,2000-12-06,,0,LOPUCKI,11,3089,1,1
7431,ARMSTRONG WORLD INDUSTRIES INC,2,2006-08-18,2006-08-18,,,0,8K_SUBMISSIONS,,3089.0,1,1
744106,FEDDERS CORP /DE,1,2007-08-28,2007-08-28,,,0,8K_SUBMISSIONS,,3585.0,1,1
744667,FORSTER DRILLING CORP,1,2009-02-23,2009-02-23,,,3,8K_FTS+8K_SUBMISSIONS,,3533,1,4
744962,NUTRITION 21 INC,1,2011-08-31,2011-08-31,,,118,8K_FTS+8K_SUBMISSIONS,,2836,1,10
745287,Intermet Corp.,1,2004-09-29,2004-10-05,2004-09-29,6,6,8K_SUBMISSIONS+LOPUCKI,11,3320,1,2
745287,INTERMET CORP,2,2005-11-09,2005-11-09,,,0,8K_SUBMISSIONS,,3320.0,1,1
745543,"All State Properties Holdings, Inc.  (PBAJ)",1,2016-01-04,2016-01-04,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
745655,"China Crescent Enterprises, Inc.",1,2005-03-18,2005-03-18,,,0,8K_SUBMISSIONS,,3570.0,1,1
745655,"China Crescent Enterprises, Inc.",2,2006-04-07,2006-04-07,,,0,8K_SUBMISSIONS,,3570.0,1,1
74585,Oneida Ltd.,1,2006-03-19,2006-03-22,2006-03-19,3,3,8K_SUBMISSIONS+LOPUCKI,11,3910,1,2
746961,"Pegasus Gold, Inc.",1,1998-01-16,,1998-01-16,,0,LOPUCKI,11,1040,1,1
74783,Acceptance Insurance Companies Inc.,1,2005-01-07,2005-01-10,2005-01-07,3,3,8K_SUBMISSIONS+LOPUCKI,11,6331,1,2
74783,ACCEPTANCE INSURANCE COMPANIES INC,2,2010-08-10,2010-08-10,,,0,8K_FTS+8K_SUBMISSIONS,,6331,1,2
748790,"Global Clean Energy Holdings, Inc.  (GCEH)",1,2025-04-18,2025-04-18,,,116,8K_FTS+8K_SUBMISSIONS,,2860,1,4
750199,"Energy Partners, Ltd.",1,2009-05-01,2009-05-05,2009-05-01,4,147,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,7
750813,Seitel Inc.,1,2003-06-06,,2003-06-06,,0,LOPUCKI,11,1382,1,1
75149,Outboard Marine Corporation,1,2000-12-22,,2000-12-22,,0,LOPUCKI,11,3510,1,1
75208,"Overseas Shipholding Group, Inc.",1,2012-11-14,2012-11-15,2012-11-14,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4412,1,3
75234,Owens Corning,1,2000-10-05,,2000-10-05,,0,LOPUCKI,11,3290,1,1
753048,"AXION INTERNATIONAL HOLDINGS, INC.",1,2015-12-08,2015-12-08,,,162,8K_FTS+8K_SUBMISSIONS,,3086,1,6
75307,Oxoco Inc.,1,1986-09-10,,1986-09-10,,0,LOPUCKI,11,1311,1,1
753772,MEDIZONE INTERNATIONAL INC,1,2018-05-11,2018-05-11,,,0,8K_FTS+8K_SUBMISSIONS,,5122,1,2
75439,"Medite Cancer Diagnostics, Inc.",1,2019-01-03,2019-01-03,,,0,8K_FTS+8K_SUBMISSIONS,,3841,1,2
754597,HABERSHAM BANCORP,1,2011-02-23,2011-02-23,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
75488,Pacific Gas & Electric Co. (2001),1,2001-04-06,,2001-04-06,,0,LOPUCKI,11,4931,1,1
75488,PACIFIC GAS & ELECTRIC Co,2,2019-01-14,2019-01-14,,,15,8K_FTS+8K_SUBMISSIONS,,4931,1,4
75488,PACIFIC GAS & ELECTRIC Co,3,2020-06-24,2020-06-24,,,0,8K_FTS+8K_SUBMISSIONS,,4931,1,2
757011,USG Corp. (1993),1,1993-03-17,,1993-03-17,,0,LOPUCKI,11,3275,1,1
757011,USG Corp. (2001),2,2001-06-25,,2001-06-25,,0,LOPUCKI,11,3270,1,1
757011,USG CORP,3,2006-06-21,2006-06-21,,,0,8K_SUBMISSIONS,,3270.0,1,1
758256,Saint James CO,1,2010-04-22,2010-04-22,,,0,8K_FTS+8K_SUBMISSIONS,,9995,1,2
758604,"Bush Industries, Inc.",1,2004-03-31,,2004-03-31,,0,LOPUCKI,11,2511,1,1
758722,Paracelsus Healthcare Corp.,1,2000-09-15,,2000-09-15,,0,LOPUCKI,11,8062,1,1
758743,VIDEO DISPLAY CORP  (VIDE),1,2017-02-16,2017-02-16,,,0,8K_FTS+8K_SUBMISSIONS,,3670,1,2
759153,PARTICLE DRILLING TECHNOLOGIES INC/NV,1,2009-06-02,2009-06-02,,,112,8K_FTS+8K_SUBMISSIONS,,1389,1,6
76321,PARKER DRILLING CO /DE/,1,2018-12-12,2018-12-12,2018-12-12,0,89,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,5
763739,Morrison Knudsen Corp.,1,1996-06-25,,1996-06-25,,0,LOPUCKI,11,1540,1,1
764195,VBI Vaccines Inc/BC  (VBIVQ),1,2024-07-30,2024-07-30,,,3,8K_FTS+8K_SUBMISSIONS,,2834,1,4
764241,INTEGRA BANK CORP,1,2011-08-01,2011-08-01,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
764794,Rudy Nutrition,1,2006-02-23,2006-02-23,,,0,8K_SUBMISSIONS,,3579.0,1,1
764897,Banyan Rail Services Inc.  (BRST),1,2013-01-14,2013-01-14,,,29,8K_FTS+8K_SUBMISSIONS,,6798,1,4
764897,"Broad Street Realty, Inc.",2,2026-03-26,2026-03-26,,,0,8K_SUBMISSIONS,,6500.0,1,1
764960,"Phar-Mor, Inc. (2001)",1,2001-09-24,,2001-09-24,,0,LOPUCKI,11,5912,1,1
766004,"Sbarro, Inc.",1,2011-04-04,,2011-04-04,,0,LOPUCKI,11,5812,1,1
766738,Genicom Corporation,1,2000-03-10,,2000-03-10,,0,LOPUCKI,11,3577,1,1
76744,"Payless Cashways, Inc. (1997)",1,1997-07-21,,1997-07-21,,0,LOPUCKI,11,5211,1,1
76744,"Payless Cashways, Inc. (2001)",2,2001-06-04,,2001-06-04,,0,LOPUCKI,11,5211,1,1
76791,"PORTRAIT CORP OF AMERICA, INC.",1,2006-09-07,2006-09-07,,,0,8K_SUBMISSIONS,,7200.0,1,1
768119,DATATEC SYSTEMS INC,1,2004-12-15,2004-12-15,,,0,8K_SUBMISSIONS,,7373.0,1,1
768835,BIG LOTS INC  (BIG),1,2024-09-10,2024-09-10,,,0,8K_FTS+8K_SUBMISSIONS,,5331,1,2
768835,FORMER BL STORES INC,2,2025-10-30,2025-10-30,,,0,8K_FTS+8K_SUBMISSIONS,,5331,1,2
769591,"Nayna Networks, Inc.",1,2007-11-27,2007-11-27,,,0,8K_SUBMISSIONS,,3576.0,1,1
769879,"Recycling Industries, Inc.",1,1999-02-26,,1999-02-26,,0,LOPUCKI,11,5093,1,1
770471,"Titan Global Holdings, Inc.",1,2009-02-12,2009-02-12,,,0,8K_FTS+8K_SUBMISSIONS,,3669,1,2
770944,Bally Total Fitness Holding Corporation (2007),1,2007-07-31,2007-08-01,2007-07-31,1,51,8K_SUBMISSIONS+LOPUCKI,11,7997,1,3
770944,Bally Total Fitness Holding Corporation (2008),2,2008-12-03,,2008-12-03,,0,LOPUCKI,11,7997,1,1
771485,PDG ENVIRONMENTAL INC,1,2010-02-26,2010-02-26,,,0,8K_FTS+8K_SUBMISSIONS,,4955,1,2
77155,Penn Traffic Co (1999),1,1999-03-01,,1999-03-01,,0,LOPUCKI,11,5411,1,1
77155,Penn Traffic Co (2003),2,2003-05-30,,2003-05-30,,0,LOPUCKI,11,5411,1,1
77155,PENN TRAFFIC CO,3,2005-03-24,2005-03-24,,,197,8K_SUBMISSIONS,,5411.0,1,2
77155,PENN TRAFFIC CO,4,2009-11-18,2009-11-18,,,349,8K_FTS+8K_SUBMISSIONS,,5411,1,4
77159,PENN VIRGINIA CORP,1,2016-05-12,2016-05-12,2016-05-12,0,97,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
772349,"American Business Financial Services, Inc.",1,2005-01-21,2005-01-27,2005-01-21,6,6,8K_SUBMISSIONS+LOPUCKI,11,6162,1,2
77281,Pennsylvania Real Estate Investment Trust,1,2020-11-01,2020-11-03,2020-11-01,2,33,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,5
77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,2,2023-12-11,2023-12-11,,,112,8K_FTS+8K_SUBMISSIONS,,6798,1,8
773318,VERITEC INC,1,2005-02-28,2005-02-28,,,427,8K_SUBMISSIONS,,8741.0,1,4
773326,FORELAND CORP,1,2004-11-30,2004-11-30,,,0,8K_SUBMISSIONS,,1311.0,1,1
773468,INDYMAC BANCORP INC,1,2008-07-15,2008-07-15,2008-07-31,-16,16,8K_SUBMISSIONS+LOPUCKI,7,6035.0,1,2
773603,LIQUITEK ENTERPRISES INC,1,2006-12-14,2006-12-14,,,0,8K_SUBMISSIONS,,3470.0,1,1
773937,SEREFEX CORP,1,2008-10-06,2008-10-06,,,168,8K_FTS+8K_SUBMISSIONS,,2670.0,1,4
774937,ExeLED Holdings Inc.,1,2006-04-13,2006-04-13,,,0,8K_SUBMISSIONS,,3640.0,1,1
774937,ExeLED Holdings Inc.,2,2008-05-02,2008-05-02,,,13,8K_SUBMISSIONS,,3640.0,1,2
776008,"ROCK CREEK PHARMACEUTICALS, INC.",1,2016-09-28,2016-09-28,,,0,8K_FTS+8K_SUBMISSIONS,,2833,1,2
777516,"Healthsport, Inc.",1,2011-10-06,2011-10-06,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
778164,"Pacific Ethanol, Inc.  (ALTO)",1,2009-05-18,2009-05-18,,,0,8K_FTS+8K_SUBMISSIONS,,2860,1,2
778164,"Pacific Ethanol, Inc.  (ALTO)",2,2010-06-11,2010-06-11,,,0,8K_FTS+8K_SUBMISSIONS,,2860,1,2
778423,ARLINGTON HOSPITALITY INC,1,2005-09-01,2005-09-01,,,60,8K_SUBMISSIONS,,7011.0,1,2
778438,"Berry Petroleum Company, LLC",1,2016-05-11,2016-05-11,,,265,8K_FTS+8K_SUBMISSIONS,,1311,1,4
778718,"Tower Air, Inc.",1,2000-02-29,,2000-02-29,,0,LOPUCKI,11,4512,1,1
779334,Birmingham Steel Corp.,1,2002-06-03,,2002-06-03,,0,LOPUCKI,11,3312,1,1
780118,Amwest Insurance Group Inc.,1,2001-07-24,,2001-07-24,,0,LOPUCKI,11,6351,1,1
784932,SURETY CAPITAL CORP /DE/,1,2008-01-08,2008-01-08,,,0,8K_SUBMISSIONS,,6021.0,1,1
785081,VIRAGEN INTERNATIONAL INC,1,2007-10-23,2007-10-23,,,0,8K_SUBMISSIONS,,2836.0,1,1
785814,"Integrated Health Services, Inc.",1,2000-02-02,,2000-02-02,,0,LOPUCKI,11,8300,1,1
785968,"Miller Energy Resources, Inc.",1,2015-08-06,2015-10-06,2015-08-06,61,236,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
786110,Gymboree Corporation (2017),1,2017-06-11,,2017-06-11,,0,LOPUCKI,11,2300,1,1
786110,Gymboree Corporation (2019),2,2019-01-16,,2019-01-16,,0,LOPUCKI,11,2300,1,1
786765,BUTLER INTERNATIONAL INC /MD/,1,2009-06-05,2009-06-05,,,0,8K_FTS+8K_SUBMISSIONS,,7363,1,2
787618,"Consolidated Hydro, Inc.",1,1997-09-15,,1997-09-15,,0,LOPUCKI,11,4911,1,1
788983,PORTOLA PACKAGING INC,1,2008-09-03,2008-09-03,,,0,8K_SUBMISSIONS,,3089.0,1,1
789878,"AVASOFT, INC.",1,2008-06-02,2008-06-02,,,0,8K_SUBMISSIONS,,5400.0,1,1
789879,ENSURGE INC,1,2004-10-28,2004-10-28,,,281,8K_SUBMISSIONS,,7389.0,1,2
790414,Gottschalks Inc.,1,2009-01-14,2009-01-16,2009-01-14,2,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5311,1,3
790414,GOTTSCHALKS INC,2,2011-03-02,2011-03-02,,,0,8K_FTS+8K_SUBMISSIONS,,5311,1,2
790706,"Golden Books Family Entertainment, Inc.",1,1999-02-26,,1999-02-26,,0,LOPUCKI,11,2731,1,1
790815,"Fretter, Inc.",1,1996-09-24,,1996-09-24,,0,LOPUCKI,11,5731,1,1
791115,COACH INDUSTRIES GROUP INC,1,2007-09-21,2007-09-21,,,0,8K_SUBMISSIONS,,3711.0,1,1
792570,Casual Male Corp.,1,2001-05-18,,2001-05-18,,0,LOPUCKI,11,5661,1,1
79259,Mortgage & Realty Trust (1995),1,1995-08-18,,1995-08-18,,0,LOPUCKI,11,6798,1,1
79326,Polaroid Corp,1,2001-10-12,,2001-10-12,,0,LOPUCKI,11,3861,1,1
795662,"Sterling Chemicals Holdings, Inc.",1,2001-07-16,,2001-07-16,,0,LOPUCKI,11,7377,1,1
796486,Adelphia Communications Corp.,1,2002-06-25,,2002-06-25,,0,LOPUCKI,11,4841,1,1
796486,ADELPHIA COMMUNICATIONS CORP,2,2006-07-05,2006-07-05,,,190,8K_SUBMISSIONS,,4841.0,1,2
796764,"PREMIER EXHIBITIONS, INC.",1,2016-06-14,2016-06-14,,,0,8K_FTS+8K_SUBMISSIONS,,7900,1,2
796764,"PREMIER EXHIBITIONS, INC.",2,2019-10-18,2019-10-18,,,0,8K_FTS+8K_SUBMISSIONS,,7900,1,2
797167,NATURADE INC,1,2006-09-07,2006-09-07,,,315,8K_SUBMISSIONS,,2834.0,1,4
797329,FASHION HOUSE HOLDINGS INC,1,2008-04-22,2008-04-22,,,0,8K_SUBMISSIONS,,5600.0,1,1
797331,SECURED INVESTMENT RESOURCES FUND LP II,1,2006-09-15,2006-09-15,,,0,8K_SUBMISSIONS,,6500.0,1,1
797448,VERSO TECHNOLOGIES INC,1,2008-04-29,2008-04-29,,,0,8K_SUBMISSIONS,,7373.0,1,1
797496,FRONTIER INSURANCE GROUP INC,1,2005-07-06,2005-07-06,,,169,8K_SUBMISSIONS,,6351.0,1,2
797542,QUANTUM X LABS INC.,1,2004-12-08,2004-12-08,,,0,8K_SUBMISSIONS,,7372.0,1,1
797556,Laroche Industries Inc.,1,2000-05-03,,2000-05-03,,0,LOPUCKI,11,5160,1,1
798246,"Forstmann & Company, Inc.",1,1995-09-22,,1995-09-22,,0,LOPUCKI,11,2200,1,1
798671,"Mid-American Waste Systems, Inc.",1,1997-01-21,,1997-01-21,,0,LOPUCKI,11,4953,1,1
798949,Unit Corporation,1,2020-05-22,2020-05-26,2020-05-22,4,82,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,9
799088,"Carmike Cinemas, Inc.",1,2000-08-08,,2000-08-08,,0,LOPUCKI,11,7830,1,1
799097,SAN HOLDINGS INC,1,2007-11-27,2007-11-27,,,0,8K_SUBMISSIONS,,3572.0,1,1
799119,AMERICAN INTERNATIONAL PETROLEUM CORP /NV/,1,2004-10-12,2004-10-12,,,0,8K_SUBMISSIONS,,2911.0,1,1
799274,Reeves Industries Inc.,1,1997-11-21,,1997-11-21,,0,LOPUCKI,11,2221,1,1
799698,LadRx Corp  (LADX),1,2025-07-31,2025-07-31,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
800181,MED DIVERSIFIED INC,1,2004-09-16,2004-09-16,,,0,8K_SUBMISSIONS,,8082.0,1,1
800401,EPICUS COMMUNICATIONS GROUP INC,1,2005-12-14,2005-12-14,,,0,8K_SUBMISSIONS,,4813.0,1,1
80134,Presidio Oil Company,1,1996-08-05,,1996-08-05,,0,LOPUCKI,11,1311,1,1
801351,Warnaco Group Inc.,1,2001-06-11,,2001-06-11,,0,LOPUCKI,11,2340,1,1
801441,"Carolco Pictures, Inc.",1,1995-11-10,,1995-11-10,,0,LOPUCKI,11,7812,1,1
801550,DVI Inc.,1,2003-08-25,,2003-08-25,,0,LOPUCKI,11,6172,1,1
801550,DVI INC,2,2004-12-01,2004-12-01,,,0,8K_SUBMISSIONS,,6172.0,1,1
801898,"Harnischfeger Industries, Inc.",1,1999-06-07,,1999-06-07,,0,LOPUCKI,11,3532,1,1
802301,"Silicon Graphics, Inc. (2006)",1,2006-05-08,2006-05-09,2006-05-08,1,134,8K_SUBMISSIONS+LOPUCKI,11,3571,1,3
802301,SILICON GRAPHICS INC,2,2009-04-01,2009-04-01,2009-04-01,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3571,1,3
802481,Pilgrims Pride Corporation,1,2008-12-01,2008-12-04,2008-12-01,3,3,8K_SUBMISSIONS+LOPUCKI,11,2015,1,2
802481,PILGRIMS PRIDE CORP  (PPC),2,2009-12-10,2009-12-10,,,0,8K_FTS+8K_SUBMISSIONS,,2015,1,2
803443,"Leasing Solutions, Inc.",1,1999-11-17,,1999-11-17,,0,LOPUCKI,11,7377,1,1
803568,PHP Healthcare Corporation,1,1998-11-19,,1998-11-19,,0,LOPUCKI,11,8011,1,1
804154,LITHIUM TECHNOLOGY CORP,1,2014-12-11,2014-12-11,,,0,8K_FTS+8K_SUBMISSIONS,,3690,1,2
804331,Indian Hill Holdings Corp,1,2007-02-12,2007-02-12,,,31,8K_SUBMISSIONS,,4813.0,1,2
804331,Indian Hill Holdings Corp,2,2011-07-28,2011-07-28,,,0,8K_FTS+8K_SUBMISSIONS,,4813,1,2
804888,ACCLAIM ENTERTAINMENT INC,1,2004-09-02,2004-09-02,,,0,8K_SUBMISSIONS,,7372.0,1,1
805305,"Quiksilver, Inc.",1,2015-09-09,2015-09-11,2015-09-09,2,149,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2320,1,5
805956,"CellNet Data Systems, Inc.",1,2000-02-04,,2000-02-04,,0,LOPUCKI,11,4822,1,1
806085,Lehman Brothers Holdings Inc.,1,2008-09-15,2008-09-19,2008-09-15,4,4,8K_SUBMISSIONS+LOPUCKI,11,6211,1,2
806085,LEHMAN BROTHERS HOLDINGS INC,2,2011-12-14,2011-12-14,,,89,8K_FTS+8K_SUBMISSIONS,,6211,1,4
806624,DELTA WOODSIDE INDUSTRIES INC /SC/,1,2006-10-13,2006-10-13,,,0,8K_SUBMISSIONS,,2211.0,1,1
806624,DELTA WOODSIDE INDUSTRIES INC /SC/,2,2007-10-15,2007-10-15,,,0,8K_SUBMISSIONS,,2211.0,1,1
806817,JENNIFER CONVERTIBLES INC,1,2010-07-20,2010-07-20,,,223,8K_FTS+8K_SUBMISSIONS,,5712,1,6
807708,"Kenetech Corp. (Kenetech Windpower, Inc. only)",1,1996-05-29,,1996-05-29,,0,LOPUCKI,11,4911,1,1
808207,"System Software Associates, Inc.",1,2000-05-03,,2000-05-03,,0,LOPUCKI,11,7372,1,1
810208,"AuraSound, Inc.",1,2013-01-31,2013-01-31,,,0,8K_FTS+8K_SUBMISSIONS,,3651,1,2
810332,"Mesa Air Group, Inc.",1,2010-01-05,2010-01-06,2010-01-05,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4512,1,3
810332,MESA AIR GROUP INC  (MESA),2,2011-03-03,2011-03-03,,,0,8K_FTS+8K_SUBMISSIONS,,4512,1,2
810370,AdAl Group Inc.,1,2006-06-07,2006-06-07,,,0,8K_SUBMISSIONS,,9995.0,1,1
81050,Chazak Value Corp.,1,2007-05-18,2007-05-18,,,264,8K_SUBMISSIONS,,3577.0,1,2
810536,FIRSTFED FINANCIAL CORP,1,2009-12-23,2009-12-23,2010-01-06,-14,15,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6035,1,5
810536,FIRSTFED FINANCIAL CORP,2,2012-11-16,2012-11-16,,,52,8K_FTS+8K_SUBMISSIONS,,6035,1,4
810932,GLOBALNET CORP,1,2005-06-29,2005-06-29,,,0,8K_SUBMISSIONS,,4813.0,1,1
811036,"TaxMasters, Inc.",1,2012-03-16,2012-03-16,,,0,8K_FTS+8K_SUBMISSIONS,,7200,1,2
811119,Americold Corp.,1,1995-05-09,,1995-05-09,,0,LOPUCKI,11,4220,1,1
811240,"BIOLASE, INC  (BIOL)",1,2024-10-01,2024-10-01,,,0,8K_FTS+8K_SUBMISSIONS,,3843,1,2
811596,Kaiser Aluminum Corp.,1,2002-02-12,,2002-02-12,,0,LOPUCKI,11,3334,1,1
811596,KAISER ALUMINUM CORP,2,2005-12-23,2005-12-23,,,46,8K_SUBMISSIONS,,3350.0,1,2
811696,Sharper Image Corporation,1,2008-02-19,2008-02-21,2008-02-19,2,2,8K_SUBMISSIONS+LOPUCKI,11,5940,1,2
812423,"Nu-kote Holding, Inc.",1,1998-11-06,,1998-11-06,,0,LOPUCKI,11,3950,1,1
812708,"Wellman, Inc.",1,2008-02-22,2008-02-28,2008-02-22,6,349,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2820,1,4
812906,"Hancock Fabrics, Inc.",1,2007-03-21,2007-03-27,2007-03-21,6,6,8K_SUBMISSIONS+LOPUCKI,11,5940,1,2
812906,HANCOCK FABRICS INC,2,2008-08-01,2008-08-01,,,0,8K_SUBMISSIONS,,5940.0,1,1
812906,HANCOCK FABRICS INC,3,2016-02-02,2016-02-02,,,0,8K_FTS+8K_SUBMISSIONS,,5940,1,2
812906,HANCOCK FABRICS INC,4,2017-08-02,2017-08-02,,,0,8K_FTS+8K_SUBMISSIONS,,5940,1,2
813347,"Komag, Inc.",1,2001-08-24,,2001-08-24,,0,LOPUCKI,11,3695,1,1
8137,Guy F. Atkinson Company of California,1,1997-08-10,,1997-08-10,,0,LOPUCKI,11,1600,1,1
813781,Exide Technologies (2002),1,2002-04-15,,2002-04-15,,0,LOPUCKI,11,3690,1,1
813781,EXIDE TECHNOLOGIES,2,2013-06-10,2013-06-10,2013-06-10,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3690,1,3
813920,"CEC Entertainment, Inc.",1,2020-06-24,,2020-06-24,,0,LOPUCKI,11,5812,1,1
814013,"Specialty Equipment Companies, Inc.",1,1991-12-24,,1991-12-24,,0,LOPUCKI,11,5081,1,1
814068,"Champion Enterprises, Inc.",1,2009-11-15,2009-11-20,2009-11-15,5,5,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2451,1,3
814241,Formica Corp.,1,2002-03-05,,2002-03-05,,0,LOPUCKI,11,3080,1,1
814249,"MicroAge, Inc.",1,2000-04-13,,2000-04-13,,0,LOPUCKI,11,5045,1,1
814549,EBIX INC  (EBIXQ),1,2023-12-19,2023-12-19,,,255,8K_FTS+8K_SUBMISSIONS,,7373,1,6
814570,Bibb Co,1,1996-07-03,,1996-07-03,,0,LOPUCKI,11,2211,1,1
815508,BIOPURE CORP,1,2009-07-16,2009-07-16,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
817979,ACCURIDE CORP,1,2009-10-08,2009-10-08,2009-10-08,0,137,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3714,1,5
818074,ALL AMERICAN SEMICONDUCTOR INC,1,2007-04-27,2007-04-27,,,0,8K_SUBMISSIONS,,5065.0,1,1
818350,"RDM Sports Group, Inc.",1,1997-08-29,,1997-08-29,,0,LOPUCKI,11,3751,1,1
818815,Inacom Corp.,1,2000-06-16,,2000-06-16,,0,LOPUCKI,11,6794,1,1
819480,Read-Rite Corp.,1,2003-06-17,,2003-06-17,,0,LOPUCKI,7,3679,1,1
819551,ILX RESORTS INC,1,2009-03-02,2009-03-02,,,0,8K_FTS+8K_SUBMISSIONS,,6532,1,2
819551,ILX RESORTS INC,2,2010-07-28,2010-07-28,,,41,8K_FTS+8K_SUBMISSIONS,,6532,1,4
819898,SpectraVision Inc.,1,1995-06-08,,1995-06-08,,0,LOPUCKI,11,4899,1,1
820380,INTERNATIONAL AUTOMATED SYSTEMS INC,1,2018-11-21,2018-11-21,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
820408,AMERICAN BUSINESS CORP,1,2007-11-02,2007-11-02,,,0,8K_SUBMISSIONS,,4213.0,1,1
821202,Borden Chemicals & Plastics LP (Borden Chemicals & Plastics Operating LP only),1,2001-04-03,,2001-04-03,,0,LOPUCKI,11,2821,1,1
821483,Delta Petroleum Corporation,1,2011-12-15,2011-12-22,2011-12-15,7,267,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
821536,HEARUSA INC,1,2011-05-19,2011-05-19,,,400,8K_FTS+8K_SUBMISSIONS,,5990,1,7
824206,"American Rice, Inc.",1,1998-08-11,,1998-08-11,,0,LOPUCKI,11,5140,1,1
82536,Recoton Corp.,1,2003-04-08,,2003-04-08,,0,LOPUCKI,11,3679,1,1
825692,"Caraustar Industries, Inc.",1,2009-05-31,2009-06-01,2009-05-31,1,87,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2631,1,7
826253,AURA SYSTEMS INC,1,2005-06-30,2005-06-30,,,204,8K_SUBMISSIONS,,3690.0,1,2
826773,"UniTek Global Services, Inc.",1,2014-11-03,2014-11-03,,,67,8K_FTS+8K_SUBMISSIONS,,4812,1,4
827187,Sleep Number Corp,1,2026-06-12,2026-06-12,,,0,8K_SUBMISSIONS,,2510.0,1,1
827809,NOVELION THERAPEUTICS INC.,1,2019-05-21,2019-05-21,,,245,8K_FTS+8K_SUBMISSIONS,,2834,1,12
829218,Huntsman Polymers Corp,1,2002-02-27,,2002-02-27,,0,LOPUCKI,no order for relief,2821,1,1
829499,Interstate Bakeries Corporation,1,2004-09-22,2004-09-27,2004-09-22,5,5,8K_SUBMISSIONS+LOPUCKI,11,2050,1,2
829499,INTERSTATE BAKERIES CORP/DE/,2,2008-12-11,2008-12-11,,,0,8K_SUBMISSIONS,,2050.0,1,1
829676,"NTELOS, Inc.",1,2003-03-04,,2003-03-04,,0,LOPUCKI,11,4813,1,1
830141,"Pioneer Companies, Inc.",1,2001-07-31,,2001-07-31,,0,LOPUCKI,11,2800,1,1
830519,EMAX HOLDINGS CORP,1,2011-06-23,2011-06-23,,,0,8K_FTS+8K_SUBMISSIONS,,6770,1,2
830741,"VHGI HOLDINGS, INC.",1,2013-09-30,2013-09-30,,,0,8K_FTS+8K_SUBMISSIONS,,7373,1,2
831115,HEARTLAND TECHNOLOGY INC,1,2005-06-24,2005-06-24,,,70,8K_SUBMISSIONS,,6770.0,1,2
831246,FRANKLIN CREDIT HOLDING CORP/DE/,1,2012-06-05,2012-06-05,,,69,8K_FTS+8K_SUBMISSIONS,,6199,1,8
831327,Imperial Sugar Company,1,2001-01-16,,2001-01-16,,0,LOPUCKI,11,2060,1,1
832820,"KCS Energy, Inc.",1,2000-01-05,,2000-01-05,,0,LOPUCKI,11,5172,1,1
832922,"Drug Emporium, Inc.",1,2001-03-26,,2001-03-26,,0,LOPUCKI,11,5912,1,1
833203,Wyndstorm CORP,1,2011-10-13,2011-10-13,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,4
83394,Resorts International Inc. (1994),1,1994-03-21,,1994-03-21,,0,LOPUCKI,11,7990,1,1
834285,"REPUBLIC FIRST BANCORP INC  (FRBK, FRBKQ)",1,2024-04-29,2024-04-29,,,129,8K_FTS+8K_SUBMISSIONS,,6022,1,4
834408,Brooke Corporation,1,2008-10-28,2008-10-29,2008-10-28,1,2,8K_SUBMISSIONS+LOPUCKI,11,6411,1,3
835012,COMMONWEALTH BANKSHARES INC,1,2011-09-30,2011-09-30,,,0,8K_FTS+8K_SUBMISSIONS,,6021,1,2
835768,MAIR HOLDINGS INC,1,2005-10-13,2005-10-13,,,0,8K_SUBMISSIONS,,4512.0,1,1
